公告,#genre#
凤凰中文,http://61.150.67.62:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路28』
凤凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw$LR•IPV4『线路29』
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$LR•IPV4『线路30』
凤凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068$LR•IPV4『线路31』
凤凰中文,http://146.56.153.245:20121/bysid/258$LR•IPV4『线路32』
凤凰中文,http://1b6467f415.iok.la:9931/tsfile/live/1037_1.m3u8$LR•IPV4『线路33』
凤凰中文,http://wouu.net:9977/udp/239.93.0.162:2192$LR•IPV4『线路34』
凤凰中文,http://wouu.net:9977/udp/239.93.1.9:2192$LR•IPV4『线路35』
凤凰中文,http://202.168.187.208:9089/tsfile/live/1009_1.m3u8$LR•IPV4『线路36』
凤凰中文,http://119.125.134.179:9901/tsfile/live/1037_1.m3u8$LR•IPV4『线路37』
凤凰中文,p3p://108.181.32.169:27540/6410229e000655dd98612e41401e3e7d$LR•IPV4『线路38』
凤凰中文,p3p://108.181.32.169:27540/641fd7b400080236d5bc536f5d82159c$LR•IPV4『线路39』
凤凰中文,https://stream1.freetv.fun/16bc0b847b4c0a5a1a8645fc01576a0a28d5d8667bad711c48e5d80d12d2d329.ctv$LR•IPV4『线路40』
凤凰中文,http://119.125.134.217:9902/tsfile/live/1019_1.m3u8$LR•IPV4『线路41』
凤凰中文,http://163.177.122.21:9901/tsfile/live/1017_1.m3u8$LR•IPV4『线路42』
凤凰中文,http://163.177.123.19:9901/tsfile/live/1017_1.m3u8$LR•IPV4『线路43』
凤凰中文,http://61.150.67.62:9901/tsfile/live/1012_1.m3u8$LR•IPV4『线路44』
凤凰中文,http://180.142.144.201:8181/tsfile/live/1001_1.m3u8$LR•IPV4『线路45』
凤凰中文,https://tvbox.nat.netsite.cc:8043/proxy/1846789161/1846789161.m3u8$LR•IPV4『线路46』
凤凰中文,http://ced8ee.tv.netsite.cc/proxy/1846789161/1846789161.m3u8$LR•IPV4『线路47』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-12.ctv$LR•IPV4『线路48』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-13.ctv$LR•IPV4『线路49』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-14.ctv$LR•IPV4『线路50』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-15.ctv$LR•IPV4『线路51』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-16.ctv$LR•IPV4『线路52』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-19.m3u8$LR•IPV4『线路53』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-3.ctv$LR•IPV4『线路54』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-4.m3u8$LR•IPV4『线路55』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-5.ctv$LR•IPV4『线路56』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-7.ctv$LR•IPV4『线路57』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-9.m3u8$LR•IPV4『线路58』
凤凰中文,http://118.251.60.185:8888/udp/239.76.253.135:9000$LR•IPV4『线路59』
凤凰中文,http://pi.0472.org/tv/cbn.php?id=xfjcHD$LR•IPV4『线路60』
凤凰中文,https://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8$LR•IPV4『线路61』
凤凰中文,http://www.lebaobei.top:6868/rtp/239.255.30.50:8231$LR•IPV4『线路62』
凤凰中文,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8654&tk=e503191f8e20$LR•IPV4『线路63』
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8$LR•IPV4『线路64』
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$LR•IPV4『线路65』
凤凰中文,http://wo.xiang.lai.ge.bi.jiao.chang.de.yu.ming.wan.wan.jie.xi.bu.zhi.dao.ke.bu.ke.xing.hk3.345888.xyz.cdn.cloudflare.net/gt/aktv.php?variable=null-3$LR•IPV4『线路66』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-18.m3u8$LR•IPV4『线路67』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-2.ctv$LR•IPV4『线路68』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-16.m3u8$LR•IPV4『线路69』
凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-8.ctv$LR•IPV4『线路70』
凤凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw$LR•IPV4『线路71』
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$LR•IPV4『线路72』
凤凰中文,http://61.150.67.62:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路73』
凤凰中文,http://61.150.67.62:9901/tsfile/live/1012_1.m3u8$LR•IPV4『线路74』
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$LR•IPV4『线路75』
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8577/.m3u8$LR•IPV4『线路76』
凤凰中文,http://146.56.153.245:20121/bysid/258$LR•IPV4『线路77』
凤凰中文,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.184:9092$LR•IPV4『线路78』
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8$LR•IPV4『线路1』
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000$LR•IPV4『线路2』
凤凰资讯,http://www.erbao1981.top:8188/udp/239.76.246.134:1234$LR•IPV4『线路3』
凤凰资讯,http://58.144.154.93:80/qctv.fengshows.cn/live/0701pin72.m3u8$LR•IPV4『线路4』
凤凰资讯,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8$LR•IPV4『线路5』
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8$LR•IPV4『线路6』
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8$LR•IPV4『线路7』
凤凰资讯,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8$LR•IPV4『线路8』
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx$LR•IPV4『线路9』
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.246.134:1234$LR•IPV4『线路10』
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.253.134:9000$LR•IPV4『线路11』
凤凰资讯,http://yujukoo.gicp.net:8888/udp/239.93.0.118:2191$LR•IPV4『线路12』
凤凰资讯,http://www.yao87.com:4022/udp/239.76.246.135:1234$LR•IPV4『线路13』
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8$LR•IPV4『线路14』
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd$LR•IPV4『线路15』
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?$LR•IPV4『线路16』
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8$LR•IPV4『线路17』
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv$LR•IPV4『线路18』
凤凰资讯,http://117.27.190.42:9998/tsfile/live/23279_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路19』
凤凰资讯,http://171.108.239.80:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路20』
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8$LR•IPV4『线路21』
凤凰资讯,http://171.108.239.79:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路22』
凤凰资讯,http://146.56.153.245:20121/bysid/257$LR•IPV4『线路23』
凤凰资讯,http://wouu.net:9977/rtp/239.93.0.118:2191?Cf=cfss.cc$LR•IPV4『线路24』
凤凰资讯,http://171.108.239.99:8181/tsfile/live/1024_1.m3u8?key=txiptv$LR•IPV4『线路25』
凤凰资讯,http://171.108.239.99:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路26』
凤凰资讯,http://118.113.146.174:8888/udp/239.93.1.4:2191$LR•IPV4『线路27』
凤凰资讯,http://hikvision.city:880/fhzx.m3u8$LR•IPV4『线路28』
凤凰资讯,http://103.95.24.37:880/fhzx.m3u8$LR•IPV4『线路29』
凤凰资讯,http://171.108.239.98:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路30』
凤凰资讯,https://stream1.freetv.fun/bfd140266f0bc1d9689c8cca261521038b45d662a160a3785d45d074b26899c2.m3u8$LR•IPV4『线路31』
凤凰资讯,https://stream1.freetv.fun/5fb13a1ac8acfc0fbc7121568b65c78e0383919949c35c2a7f278a1ddd081e2b.m3u8$LR•IPV4『线路32』
凤凰资讯,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.m3u8$LR•IPV4『线路33』
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7399&tk=97475bb89d45$LR•IPV4『线路34』
凤凰资讯,http://61.150.67.62:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路35』
凤凰资讯,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx$LR•IPV4『线路36』
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8$LR•IPV4『线路37』
凤凰资讯,http://ali.hlspull.yximgs.com/live/l3w1tt2dkzvpukruupu002-golive.flv$LR•IPV4『线路38』
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx$LR•IPV4『线路39』
凤凰资讯,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixinfo_hd$LR•IPV4『线路40』
凤凰资讯,http://wouu.net:9977/udp/239.93.0.118:2191$LR•IPV4『线路41』
凤凰资讯,http://wouu.net:9977/udp/239.93.1.4:2191$LR•IPV4『线路42』
凤凰资讯,http://114.105.184.92:9901/tsfile/live/1071_1.m3u8$LR•IPV4『线路43』
凤凰资讯,http://114.105.184.92:9901/tsfile/live/1064_1.m3u8$LR•IPV4『线路44』
凤凰资讯,p3p://108.181.32.169:27540/641022be000e5cc69861ad4f5a025336$LR•IPV4『线路45』
凤凰资讯,https://stream1.freetv.fun/2a72335a63dd0749c5a32d1bf1b0c001a81a26cc81d7e94534791d36f2c87d7d.ctv$LR•IPV4『线路46』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-1.m3u8$LR•IPV4『线路47』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-11.ctv$LR•IPV4『线路48』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-15.ctv$LR•IPV4『线路49』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-2.ctv$LR•IPV4『线路50』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-20.ctv$LR•IPV4『线路51』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-21.ctv$LR•IPV4『线路52』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-24.ctv$LR•IPV4『线路53』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-3.ctv$LR•IPV4『线路54』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-6.m3u8$LR•IPV4『线路55』
凤凰资讯,http://118.251.60.185:8888/udp/239.76.253.134:9000$LR•IPV4『线路56』
凤凰资讯,http://114.105.185.143:9901/tsfile/live/1064_1.m3u8$LR•IPV4『线路57』
凤凰资讯,http://114.105.185.143:9901/tsfile/live/1071_1.m3u8$LR•IPV4『线路58』
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8$LR•IPV4『线路59』
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8$LR•IPV4『线路60』
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5282&tk=2aca1ad9a849$LR•IPV4『线路61』
凤凰资讯,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1581&tk=e503191f8e20$LR•IPV4『线路62』
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8$LR•IPV4『线路63』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-4.ctv$LR•IPV4『线路64』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-8.m3u8$LR•IPV4『线路65』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-13.m3u8$LR•IPV4『线路66』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-25.ctv$LR•IPV4『线路67』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-16.m3u8$LR•IPV4『线路68』
凤凰资讯,http://wo.xiang.lai.ge.bi.jiao.chang.de.yu.ming.wan.wan.jie.xi.bu.zhi.dao.ke.bu.ke.xing.hk3.345888.xyz.cdn.cloudflare.net/gt/aktv.php?variable=null-4$LR•IPV4『线路69』
凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-23.ctv$LR•IPV4『线路70』
凤凰资讯,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx$LR•IPV4『线路71』
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8$LR•IPV4『线路72』
凤凰资讯,http://61.150.67.62:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路73』
凤凰资讯,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.183:9086$LR•IPV4『线路74』
凤凰资讯,http://146.56.153.245:20121/bysid/257$LR•IPV4『线路75』
凤凰资讯,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8$LR•IPV4『线路76』
凤凰资讯,p3p://167.114.175.6:55331/5fffbf860003807cedf4e1016c3c3ed2$LR•IPV4『线路77』
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$LR•IPV4『线路1』
凤凰香港,http://r.jdshipin.com/yDoTN$LR•IPV4『线路2』
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$LR•IPV4『线路3』
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk$LR•IPV4『线路4』
凤凰香港,http://58.144.154.93:80/qctv.fengshows.cn/0701phk72.m3u8$LR•IPV4『线路5』
凤凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8$LR•IPV4『线路6』
凤凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8$LR•IPV4『线路7』
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn$LR•IPV4『线路8』
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8$LR•IPV4『线路9』
凤凰香港,http://60.164.229.63:4040/udp/239.255.30.123:8231$LR•IPV4『线路10』
凤凰香港,https://stream1.freetv.fun/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.ctv$LR•IPV4『线路11』
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4782&tk=97475bb89d45$LR•IPV4『线路12』
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed$LR•IPV4『线路13』
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231$LR•IPV4『线路14』
凤凰香港,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hkphoenix_twn$LR•IPV4『线路15』
凤凰香港,p3p://108.181.32.169:27540/641022da0005d3069862188000a64525$LR•IPV4『线路16』
凤凰香港,http://ali.hlspull.yximgs.com/live/7771ddsshabibscbmlgASKsKSHlsLSll00eqoklhdjhflhfsdfagksh-9999547666-8845f-52660dfb346liLecbcdncnpfhgkdfghdlivcctv9HDopdeafaiiiisgdbkasdfsbiiilllll1llllllllllllllllllilldfsldhfsfjlfjfdsklf4dlkfdfgksfhskfsfddlafakfhajdfsaad.flv$LR•IPV4『线路17』
凤凰香港,p3p://108.181.32.169:18612/641022da0005d3069862188000a64525$LR•IPV4『线路18』
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1910&tk=7d4ad8f156e3$LR•IPV4『线路19』
凤凰香港,http://171.38.41.192:8181/tsfile/live/1002_1.m3u8$LR•IPV4『线路20』
凤凰香港,p3p://108.181.32.169:18118/641022da0005d3069862188000a64525$LR•IPV4『线路21』
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5454&tk=e503191f8e20$LR•IPV4『线路22』
凤凰香港,http://www.lebaobei.top:6868/rtp/239.255.30.123:8231$LR•IPV4『线路23』
凤凰香港,https://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8$LR•IPV4『线路24』
凤凰香港,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5588&tk=2aca1ad9a849$LR•IPV4『线路25』
凤凰香港,http://wo.xiang.lai.ge.bi.jiao.chang.de.yu.ming.wan.wan.jie.xi.bu.zhi.dao.ke.bu.ke.xing.hk3.345888.xyz.cdn.cloudflare.net/gt/aktv.php?variable=null-5$LR•IPV4『线路26』
凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-11.ctv$LR•IPV4『线路27』
凤凰香港,http://zb.688768.xyz/jiudian/jddb.php?member=liubwdefd34&playurl=http://120.84.96.42:808/hls/81/index.m3u8$LR•IPV4『线路28』
凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-6.ctv$LR•IPV4『线路29』
凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-3.ctv$LR•IPV4『线路30』
凤凰香港,http://r.jdshipin.com/NfC0f$LR•IPV4『线路31』
凤凰香港,http://114.105.185.143:9901/tsfile/live/1034_1.m3u8$LR•IPV4『线路32』
凤凰香港,https://stream1.freetv.fun/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.ctv$LR•IPV4『线路33』
凤凰香港,p3p://167.114.175.6:55331/5fe0b82c000cac9774c17f262e43314d$LR•IPV4『线路34』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$LR•IPV4『线路1』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639$LR•IPV4『线路2』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv$LR•IPV4『线路3』
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$LR•IPV4『线路4』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$LR•IPV4『线路5』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$LR•IPV4『线路6』
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$LR•IPV4『线路7』
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$LR•IPV4『线路8』
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv$LR•IPV4『线路9』
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv$LR•IPV4『线路10』
香港卫视,http://stream.qhbtv.com/adws/sd/live.m3u8$LR•IPV4『线路11』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$LR•IPV4『线路12』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8$LR•IPV4『线路13』
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8$LR•IPV4『线路14』
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$LR•IPV4『线路15』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0$LR•IPV4『线路16』
香港卫视,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.ctv$LR•IPV4『线路17』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv$LR•IPV4『线路18』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639$LR•IPV4『线路19』
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$LR•IPV4『线路20』
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv$LR•IPV4『线路21』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$LR•IPV4『线路22』
中天新闻台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8$LR•IPV4
民视新闻台,https://litv.zapi.us.kg/?id=litv-ftv13$LR•IPV4『线路1』
民视新闻台,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8$LR•IPV4『线路2』
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8$LR•IPV4『线路3』
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8$LR•IPV4『线路4』
民视台湾台,https://litv.zapi.us.kg/?id=4gtv-4gtv001$LR•IPV4『线路1』
民视台湾台,https://litv.zapi.us.kg/?id=4gtv-4gtv156$LR•IPV4『线路2』
民视台湾台,http://47.239.239.192/4gtv/litv.php?id=4gtv-4gtv00$LR•IPV4『线路3』
民视,https://litv.zapi.us.kg/?id=4gtv-4gtv002$LR•IPV4『线路1』
民视,https://litv.zapi.us.kg/?id=4gtv-4gtv155$LR•IPV4『线路2』
民视,rtmp://220.130.201.73/sat/tv051$LR•IPV4『线路3』
民视,rtmp://f13h.mine.nu/sat/tv051$LR•IPV4『线路4』
民视,http://37.27.111.214:8080/live/6/hls.m3u8$LR•IPV4『线路5』
民视,http://litv.zapi.us.kg/?id=4gtv-4gtv002$LR•IPV4『线路6』
民视第一台,https://litv.zapi.us.kg/?id=4gtv-4gtv003$LR•IPV4
民视旅游,https://litv.zapi.us.kg/?id=litv-ftv07$LR•IPV4『线路1』
民视旅游,http://litv.zapi.us.kg/?id=litv-ftv07$LR•IPV4『线路2』
民视旅游,https://stream1.freetv.fun/min-shi-lu-you-1.ctv$LR•IPV4『线路3』
民视旅游,https://stream1.freetv.fun/min-shi-lu-you-2.ctv$LR•IPV4『线路4』
民视综艺,https://litv.zapi.us.kg/?id=4gtv-4gtv004$LR•IPV4『线路1』
民视综艺,http://litv.zapi.us.kg/?id=4gtv-4gtv004$LR•IPV4『线路2』
民视综艺,p3p://108.181.32.169:27540/642d012300040bf70925bb06321b0b87$LR•IPV4『线路3』
民视综艺,https://stream1.freetv.fun/min-shi-zong-yi-1.ctv$LR•IPV4『线路4』
民视综艺,https://stream1.freetv.fun/min-shi-zong-yi-2.ctv$LR•IPV4『线路5』
中视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv074$LR•IPV4『线路1』
